,original,translation,perturbed1,tq1,p1tq
251,"în stări febrile, gută, ca diuretic și ca stimulent al poftei de mâncare.","in febles, jute, diuretic and as an incentive for the boot.","in febles, jute, diuretic Guard. as an incentive for the boot.",0.32147986,0.26924697
252,"de aceea, el întărește și înnoiește prin forța sa naturală",It therefore strengthens and renewal by its natural force,It therefore strengthens and renewal place. its natural force,0.6900269,0.45256907
253,"Pretentile de suzeranitate erau văzute ca drepturi naturale de către rege, moștenite din generație în generație.","The suzeranity prizes were seen as natural rights by the King, inherited from generation to generation.","The suzeranity prizes were seen as natural rights by the King, inherited Jacques generation to generation.",0.7357057,0.69169885
254,"Aceasta contrastează cu creșterea celorlalte grupări religioase, numărul de musulmani crescând cel mai substanțial, până la circa 5%.","This contrasts with the growth of other religious groups, with the number of Muslims increasing most substantially to around 5%.","This contrasts with the growth of other religious groups, with the response of Muslims increasing most substantially to around 5%.",0.903779,0.7353535
255,Competiția internațională celei mai înalte clădiri din lume este încă în derulare.,International competition is still ongoing with the highest building in the world.,"International competition is still ongoing with the 1790, building in the world.",0.7782595,0.5652243
256,"Orașele renasc economic, sunt practicate activități meșteșugărești pe scară largă.",Economic reindeer cities are engaged in large-scale craft activities.,Economic Rhine cities are engaged in large-scale craft activities.,0.4422962,0.547452
257,"La momentul respectiv, în Angolpo erau ancorate flotele lui Guki Yoshitaka și Gato Yoshiyaki.","At that time, Guki Yoshitaka and Gato Yoshiyaki were anchored in Angolpo.","At that time, Guki Yoshitaka and task Yoshiyaki were anchored in Angolpo.",0.83985156,0.6227767
258,"Toate țările au făcut stocuri de arme, muniții, medicamente, hrană și echipamente militare pentru milioane de soldați.","All countries have stockpiled weapons, ammunition, medicines, food and military equipment for millions of soldiers.","Stepulov. countries have stockpiled weapons, ammunition, medicines, food and military equipment for millions of soldiers.",0.9022115,0.54337287
259,dreaptaminiatura O ontologie reprezintă cunoștințele ca un set de concepte în cadrul unui domeniu și relațiile dintre aceste concepte.,the drainage of an ontology is knowledge as a set of concepts within a domain and the relationships between these concepts.,workers. drainage of an ontology is knowledge as a set of concepts within a domain and the relationships between these concepts.,0.5928709,0.5080294
260,"Așa se remarcă tablourile intitulate Caravana, Căruțe cu nomazi, Spre necunoscut, Nomazii, etc.","That is how you note the tables entitled Caravana, Snomadic charts, Unknown Nomases, etc.","That is how you note overwhelming. tables entitled Caravana, Snomadic charts, Unknown Nomases, etc.",0.36899948,0.364333
261,În general acestea erau așezate în centrul orașelor.,They were generally located at the centre of the cities.,"They were generally located at the centre of the South,",0.8972165,0.6848827
262,Poezia interbelică va ajunge să se sincronizeze cu marea poezie europeană.,Inter-war people will end up synchronising with the great European poem.,Inter-war people will end up synchronising with the dispersion European poem.,0.45500246,0.38018864
263,La cutremur tocmai casele cele de zidărie au avut mai mult de suferit.,"In the earthquake, it was precisely masonry houses that suffered more.","In the earthquake, areas. was precisely masonry houses that suffered more.",0.480798,0.3579133
264,"În schimb, italienii au început să fortifice pozițiile de la Kassala cu șanțuri și mine antitanc, poziții de mitraliere și alte fortificații.","Instead, Italians began to fortify positions in Kassala with ditches and anti-tank mines, machine positions and other fortification.","Instead, Italians began to fortify positions in Kassala with ditches and Dmitri mines, machine positions and other fortification.",0.8044618,0.6133656
265,"Criza a fost dezamorsată după ce taxa a fost , iar Jackson că va folosi forța militară în cazul în care Carolina de Sud ar încerca să se separe.","The crisis was defused after the tax was, and Jackson would use military force if South Carolina tried to separate.","The sides was defused after the tax was, and Jackson would use military force if South Carolina tried to separate.",0.77175665,0.6392935
266,a dominat actuala Slovenie de vest până la cucerirea venețiană în 1420.,dominated the current western Slovenia until the Venetian Crison in 1420.,dominated the current western Slovenia until the Košice. Crison in 1420.,0.6413755,0.44477117
267,O forță concentrată a vânătorilor RAF ar fi trebuit să intercepteze principalele formațiuni germane și să le provoace pierderi grele.,A concentrated wind force in RAF should have intercepted the main German formations and caused heavy losses to them.,A concentrated wind force in RAF should have intercepted the main German 1685 and caused heavy losses to them.,0.70951587,0.50662714
268,"Incașii construiau poduri, drumuri și orașe în zone montane înalte.","They were building bridges, roads and cities in high mountain areas.","They were building bridges, roads and amend. in high mountain areas.",0.56828964,0.4296084
269,"Ponderea cetățenilor străini în Finlanda este de 3,4%, printre cele mai scăzute din Uniunea Europeană.","The share of foreign citizens in Finland is 3.4%, among the lowest in the European Union.","The share of foreign citizens activity. Finland is 3.4%, among the lowest in the European Union.",0.915131,0.7030407
270,La New York a avut loc un protest împotriva legii timbrului britanic pentru a critica politica Metropolei.,There was a protest against the British stamp law in New York to criticise Metropolic policy.,There was a protest against the British stamp law in amulets York to criticise Metropolic policy.,0.721198,0.4990713
271,"În 1836, Whig a fondat Reform Club în care activau membrii cu idei radicale.","In 1836, Whig founded Reform Club in which they worked radical members.","In 1836, Whig founded Reform Club de which they worked radical members.",0.65362686,0.5475981
272,"Adesea, în aceste dosare, schițează locurile sau obiectele pe care vrea să le descrie.",Often in these files it sketches out the places or objects it wants to describe.,Often in these files it sketches out the places or municipalities it wants to describe.,0.8623947,0.68833137
273,"În Războiul Livonian din 1561, nordul Estoniei a intrat sub dominație suedeză.","In the Livonian War of 1561, the north of Estonia came under Swedish domination.","In the Livonian War of 1561, the 1862. of Estonia came under Swedish domination.",0.9041557,0.58305067
274,Puterile învingătoare își disputau teritoriile nou cucerite.,The victing powers were arguing against their newly conquered territories.,The You powers were arguing against their newly conquered territories.,0.51847744,0.44711232
275,Luftflotte 2 avea obiective bine determinate în această zi.,Luftflote 2 had well-determined objectives on this day.,Luftflote 2 hives well-determined objectives on this day.,0.8175418,0.5594808
276,Mănăstirile erau scutite de dări și erau autonome.,The monies were exempt from renditions and autonomous.,"The monies were can, from renditions and autonomous.",0.33492535,0.2866228
277,"thumb185px Quintus Pomponius Poeninus, soldat în Cohorta IV Pretoriana","thumb185px Quintus Pomponius Poeninus, soldered in Cohorta IV Pretoriana","used Quintus Pomponius Poeninus, soldered in Cohorta IV Pretoriana",0.7416123,0.53081095
278,"'''''Dumitru Cerna''''', în Dan Fornade, ''Personalități transilvane.","In taking on and acting in this capacity, he has therefore actively supported actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.","In taking on and acting in this capacity, he has therefore cyclically supported actions and policies which undermine the territorial integrity, sovereignty and independence of Ukraine, and further destabilised Ukraine.",0.112558305,0.10350078
279,"Acoperă și are o populație de 2,07 milioane de locuitori.","It covers and has a population of 2,07 million inhabitants.",It covers and has a population of Kiko. million inhabitants.,0.894263,0.5277279
280,Scoția a fost prima țară din Regatul Unit care a interzis fumatul în spațiile publice închise.,Scotland was the first country in the United Kingdom to ban smoking in enclosed public spaces.,Scotland was the first country bite the United Kingdom to ban smoking in enclosed public spaces.,0.90306014,0.70116514
281,"În 1952, o lovitură de stat militară în Egipt la adus la putere pe Abdel Nasser.","In 1952, a military coup in Egypt to power Abdel Nasser.","In 1952, a military coup in Egypt to fresce Abdel Nasser.",0.6711858,0.5869197
282,"A fost cea mai veche civilizație agricolă, această debutând din neolitic în Orientul Apropiat.","It was the oldest agricultural civilisation, starting from neolithic in the Near East.","It was the oldest agricultural civilisation, anhistorical, from neolithic in the Near East.",0.75246716,0.560986
283,"Dmitri nu este însă singurul fiu al lui Feodor Karamazov, care se opune autorității îndoielnice a tatălui.","Dmitri is not, however, the only son of Feodor Karamazov, who opposes the doubtful authority of the father.","Dmitri is not, however, the only son 200.000 Feodor Karamazov, who opposes the doubtful authority of the father.",0.8693341,0.7812031
284,"Comițiile tribute erau individualizate, având rolul de a alege magistrații inferiori din 104 î.Hr.","As a result, the BAFA is bound to adopt the basic anti-subsidy measures.","As deaths, result, the BAFA is bound to adopt the basic anti-subsidy measures.",0.09749241,0.09556253
285,"În anul 1958 a început fabricarea produsului „Lacto”, care a însemnat începutul fabricării de produse nutritive pentru copii, în țară.","This is because, once again, we have taken into account the fact that we have adopted a large number of legislative proposals.","This is because, once again, we have taken into account the fact that we have adopted a large number freedom legislative proposals.",0.097930714,0.095489904
286,"Presa a menționat lucrările Rutenii, În ușa cortului, Spre sat, Moș Gheorghe, Pribeagul și Dinspre stână.","The press mentioned Rutsians, in the corner door, Towards the village, Moș Gheorghe, Pribeagul and Wool.","synchronise press mentioned Rutsians, in the corner door, Towards the village, Moș Gheorghe, Pribeagul and Wool.",0.48597094,0.4074124
287,Aceste deprinderi au fost pierdute de piloții mai tineri.,These detentions have been lost by younger pilots.,These detentions more been lost by younger pilots.,0.5633478,0.42312562
288,"Alianța pregătește un atac pentru a elibera planeta Lothal, dar este o capcană pusă la cale de către Amiralul Thrawn.","The Alliance prepares an attack to release the Lothal planet, but it is a trap set up by Amiral Thrawn.","court Alliance prepares an attack to release the Lothal planet, but it is a trap set up by Amiral Thrawn.",0.8545486,0.7393243
289,Puțini doreau o America independentǎ și prietenă decât una cucerită și subjugatǎ.,Little wanted an American court dental and a friend than a conquered one and subjugatbrus.,Little wanted an American court Maria and a friend than a conquered one and subjugatbrus.,0.44241077,0.41723382
290,"Desigur, aceasta a devenit standardul folosit, în cele din urmă, pentru","Of course, this has become the standard that was ultimately used for","Of course, this has become the imported that was ultimately used for",0.8680904,0.5468773
291,este o autoritate independentă de stat responsabilă de urmărirea penală a cauzelor intentate persoanelor suspectate de săvârșirea infracțiunilor.,as an independent State authority responsible for prosecuting the cases brought against persons suspected of having committed criminal offences.,as an independent State authority responsible for prosecuting Board. cases brought against persons suspected of having committed criminal offences.,0.8162281,0.66981906
292,Acesta a fost numit „una dintre cele mai grave crime concentrate” de la interdicția fildeșului.,"This was called one of the most serious, targeted crimes from the banning of ivory.","This was called one of the most serious, targeted crimes from the banning of civic",0.69807833,0.5390462
293,"Neavând sprijin extern sau inter, în 1538, sultanul Soliman Magnificul a intervenit în Moldova.","Not having foreign support or inter-branch support, in 1538, the Soliman Hungarian compensator intervened in Moldova.","network having foreign support or inter-branch support, in 1538, the Soliman Hungarian compensator intervened in Moldova.",0.4199031,0.36240166
294,"Noua lege fixa prețul pâinii și pe cele ale altor bunuri și servicii de bază, la o treime peste prețurile în vigoare.",The new law set the price of bread and other basic goods and services one third above the current prices.,The new law set the price of bread and other basic goods and century. one third above the current prices.,0.8840333,0.6126971
295,"Câteva secunde mai târziu, 8 avioane de vânâtoare Spitfire ale escadrilei 64 RAF comandată de Donald MacDonell au reintrat în luptă.","A few seconds later, 8 Spittos winners of the 64 RAF gift commanded by Donald MacDonell re-fought.","A few seconds later, 8 Spittos winners of the 64 RAF gift wearing by Donald MacDonell re-fought.",0.43352652,0.39795867
296,"În anii '90, transportul naval din Republica Moldova a suferit o criză esențială.","In the 1990s, shipping from the Republic of Moldova suffered an essential crisis.","In the 1990s, shipping from the Yserum of Moldova suffered an essential crisis.",0.7161532,0.47973984
297,"Existau însă mai multe diferențe importante față de situația din 1940, ceea ce au dus în cele din urmă la eșecul ofensivei germane.","However, there were several important differences from the situation in 1940, which ultimately led to the failure of the German offensive.","However, there were several important differences from the situation in 1940, which repudiating led to the failure of the German offensive.",0.9090716,0.5786539
298,"El a preluat controlul asupra aparatului, a luat înălțime pentru ca să scape de focul defensivei și a ordonat membrilor echipajului să se parașuteze.","He took control of the apparatus, took the height to escape from defensive fire and ordered crew members to parachute.","He took MacDonell of the apparatus, took the height to escape from defensive fire and ordered crew members to parachute.",0.8081026,0.54387635
299,Guvernul se temea de repetarea protestelor de masă din 1941.,The government was afraid of repeating the mass protests of 1941.,The government was afraid red repeating the mass protests of 1941.,0.9019429,0.63490105
300,"La începuturile armatei romane, echipamentul din fier era relativ rar.","At the inception of the Roman army, iron equipment was relatively rare.","At the inception of the Roman army, iron position, was relatively rare.",0.8765905,0.628076
301,"Cursele de ciclism pe distanțe lungi, create cu scopul de a vinde mai multe ziare, erau ceva obișnuit pentru acea perioadă.","The sources of cyclism over long distances, created with the aim of selling several newspapers, were common to that time.","The sources of cyclism over long distances, created with the aim of selling several newspapers, were tradition, to that time.",0.66147345,0.62565935
302,"Sunt încheiatelegături, alianțe familiale, între aceste ținuturi și Roma.","There are bristles, family alliances, between these targets and Rome.","There are bristles, family alliances, between maintenance targets and Rome.",0.41478074,0.38255194
303,"Palatul cretan nu are aspect de fortăreață precum cel mesopotamian, deoarece primejdia invaziilor exterioare era mai mică.","The Crete palace does not look fortress like the mesopotaman, because the prism of external invasions was smaller.","The recognition palace does not look fortress like the mesopotaman, because the prism of external invasions was smaller.",0.5290965,0.43766272
304,O lucrare foarte interesată și cea mai neglijată este Systeme de metaphysique implicite dans les postulats de toute connaissance possible.,A very interested and neglected piece of work is Systeme de metaphysique implicit dans les postulats de toute connaissance possible.,A Sense interested and neglected piece of work is Systeme de metaphysique implicit dans les postulats de toute connaissance possible.,0.81852543,0.639717
305,"Conține până la 150.000 de separate, fără os și cu puțină grăsime.","It contains up to 150.000 separate, bone-free and slightly fat-free.","It contains Ages. to 150.000 separate, bone-free and slightly fat-free.",0.79455656,0.48988736
306,Aceste două fapte desființau de unele singure toate procedurile împotriva lui Alfred Dreyfus.,These two facts wiped out all the proceedings against Alfred Dreyfus alone.,These two facts ferrite out all the proceedings against Alfred Dreyfus alone.,0.82959396,0.638635
307,Din Bușteni se ajungea numai pe poteci înguste care erau recomandate doar turiștilor experimentați.,Only narrow potens were found from the livelihoods that were only recommended to experienced tourists.,Only narrow potens justified found from the livelihoods that were only recommended to experienced tourists.,0.37182418,0.34478226
308,"Fost conducător al Gardei Naționale, republican moderat, opus vederilor extremiste, a devenit premierul Franței.","Former leader of the National Guard, moderate Republican, opposed to extremist views, became the Prime Minister of France.","Former leader logical the National Guard, moderate Republican, opposed to extremist views, became the Prime Minister of France.",0.8697124,0.7042061
309,"Aeroporturi internaționale există la Zagreb, Zadar, Split, Dubrovnik, Rijeka, Osijek și Pula.","International airports exist in Zagreb, Zadar, Split, Dubrovnik, Rijeka, Osijek and Pula.","International airports exist in Zagreb, Sometimes Split, Dubrovnik, Rijeka, Osijek and Pula.",0.92979914,0.7057479
310,"Operațiunea a început pe 10 mai 1940, odată cu sfârșitul Războiului ciudat.","The operation started on 10 May 1940, with the end of the strange war.","The operation started on 10 May 1940, with the end of the strange István",0.79946184,0.5593853
311,"Epicur a fondat o școală în 306 i.en., scopul lui fiind să îi ofere individului un maximum de fericire pe parcursul vieții.","Epidemic founded a school in 306 i.en., its aim being to give the individual maximum happiness throughout its life.","Epidemic founded a Osijek in 306 i.en., its aim being to give the individual maximum happiness throughout its life.",0.5620533,0.45909926
312,Zola se distinge de Taine prin afirmația că temperamentul este cel ce predomină.,Zola is distinguished from Taine by the assertion that the temperation is the predominant one.,Zola is distinguished from Taine by Pretoriana assertion that the temperation is the predominant one.,0.6660511,0.48591816
313,"Până atunci, Congresul a acționat ca un guvern de facto fără a beneficia de o constituție.","Until then, Congress has acted as a de facto government without benefiting from a constitution.","Until then, Congress has acted as a de facto government without documented from a constitution.",0.88279825,0.6886626
314,"Dezvoltarea a fost produsă de resursele bogate, de organizarea meșteșugarilor și implicarea negustorilor, precum și autonomia orașelor ardelene.","Development was produced by rich resources, the organisation of craftspeople and the involvement of merchants, as well as the autonomy of Armenian cities.","Development was produced by rich resources, the organisation over craftspeople and the involvement of merchants, as well as the autonomy of Armenian cities.",0.7490279,0.6520091
315,A încercat sǎ revinǎ la înțelegerea religioasǎ a istoriei.,It has been an attempt by the stickler at an understanding of history as religioasbrus.,It has been an lefttempt by the stickler at an understanding of history as religioasbrus.,0.40019962,0.35785216
316,"Platourile înalte prezintă peisaje aride în nord, cum ar fi deșerturile Taklamakan și Gobi.","High plants have arid landscapes in the north, such as Taklamakan and Gobi deserts.","High plants have territory landscapes in the north, such as Taklamakan and Gobi deserts.",0.6239709,0.504954
317,Corpul acesta de ofițeri a demonstrat că are capacitatea de a se reinventa.,The Body of Officers has shown that it has the capacity to reinvent itself.,The 1899 of Officers has shown that it has the capacity to reinvent itself.,0.8587114,0.6030778
318,"Modelele efective, împărțite la 1 septembrie 1863, diferă întrucâtva de cele legiferate în martie.","Actual models, divided into 1 September 1863, differ somewhat from those which were legislated for in March.","Actual models, divided contactto 1 September 1863, differ somewhat from those which were legislated for in March.",0.74957895,0.6773771
319,Superioritatea numerică germană a devenit copleșitoare.,The German high number has become overwhelming.,The German high number has become Balkan,0.66660225,0.3784455
320,Han promite să se întoarcă la ea și se alătură Marinei Imperiale în calitate de cadet de zbor.,Han promises to return to it and join the Imperial Navy as a boon.,Han promises to return to it and join the Imperial Navy as a youngest,0.49876854,0.53325254
321,"Domnia lui Pedro a dus la consolidarea independenței naționale, la expansiunea imperială, și la investiții în producția internă.","Mr Pedro has led to strengthening national independence, imperial expansion, and investment in domestic production.","Mr Pedro has 363, to strengthening national independence, imperial expansion, and investment in domestic production.",0.5680886,0.47156587
322,Datorita cresterii nivelului de urbanizare si a turismului orientat spre dezvoltarea partilor costale ce au adus beneficii economice.,Thanks to the creation of the level of urbanisation and tourism geared to the development of cost-effective parties.,Thanks to parish creation of the level of urbanisation and tourism geared to the development of cost-effective parties.,0.52880603,0.4833787
323,16 cu prinvire la pregătirile pentru operațiunea de debarcare împotriva Angliei).,16 trapped in preparations for the landing operation against England).,16 trapped in preparations for the landing operation against constant,0.49194992,0.40328833
324,Mai mult de jumătate din producția metalurgică este exportată.,More than half of the metal production is exported.,More 50 half of the metal production is exported.,0.9436514,0.69834167
325,"Când banul este destituit, boierii din Craiova încep acțiunile de împotrivire față de administrația habsburgică.","When the banana is deposed, the boysters in Craiova are starting to resist the Habsburgic administration.","When the banana is deposed, the boysters in Asturias. are starting to resist the Habsburgic administration.",0.5451981,0.45233196
326,Berlinul are o mare reputație de oraș gazdă a evenimentelor sportive internaționale.,Berlin has a great reputation as a host town of international sport events.,Berlin hghtghtnesss a great reputation as a host town of international sport events.,0.8488002,0.5894386
327,Sute de mii de sloveni din Gorizia și Gradisca au fost strămutați în din Italia și Austria.,Hundreds of thousands of Slovaks from Gorizia and Grassisca have been displaced in Italy and Austria.,Hundreds of thousands of Slovaks from Gorizia and Grassisca Ducks been displaced in Italy and Austria.,0.78743887,0.51192945
328,Această declarație a fost folosită de autoritățile austriece ca să acuze Serbia că a sprijinit teroriștii.,This declaration was used by the Austrian authorities to accuse Serbia of supporting terrorists.,This declaration was used by the Austrian authorities to mother Serbia of supporting terrorists.,0.9154218,0.78188825
329,"Președintele Manuel L. Quezon a fost recunoscut ca președinte al Filipinelor fără întrerupere, până la decesul său din 1944.",President of Manuel L. Quezon has been recognised as President of the Philippines without interruption until his death since 1944.,President of Manuel Treaties'. Quezon has been recognised as President of the Philippines without interruption until his death since 1944.,0.73214734,0.47778776
330,Un prim asemenea superspațiu a apărut odată cu doctrina Monroe în 1823.,A first such superspace came with doctrine Monroe in 1823.,A first such superspace came low doctrine Monroe in 1823.,0.8112703,0.5723676
331,Unul dintre cele mai importante grupuri tribale din regiunea Elveției au fost helvetii.,One of the most important tribal groups in the Swiss region was helvetii.,One of again. most important tribal groups in the Swiss region was helvetii.,0.879224,0.70617217
332,Legăturile cu provinciile orientale erau mult mai întărite astfel.,The links with the eastern provinces were much stronger in this way.,The links with the eastern provinces were much Cannae. in this way.,0.8717023,0.47186857
333,"Milan Kundera îl critică pe Max Brod pentru faptul că a încercat să mitologizeze biografia lui Kafka, să o transforme în hagiografie.","According to the information provided by the Norwegian authorities, the use of baseload consumers in the area of network roll-out is the most appropriate way to achieve the objectives of the network.","According to the information provided by the Norwegian authorities, the use Kursk baseload consumers in the area of network roll-out is the most appropriate way to achieve the objectives of the network.",0.0879886,0.08678663
334,Zona înconjurătoare a Okpo și Yeosu este presărată cu numeroase insule și strâmtori înguste.,The surrounding area of the Okpo and Yeosu is pressed by numerous islands and narrow straits.,The surrounding area of the Okpo and János is pressed by numerous islands and narrow straits.,0.736596,0.5372678
335,"În plus, mașinile cu IA reduc pe piață, făcând astfel piețele mai eficiente, și reducând volumul tranzacțiilor.","Moreover, machines with IA reduce the market, thus making markets more efficient and reducing the volume of transactions.","Moreover, machines with heifers. reduce the market, thus making markets more efficient and reducing the volume of transactions.",0.8399044,0.5406405
336,"Common Sense a devenit Biblia revoluționarilor, fiind vândut în 120 000 de exemplare.",The Common Sense became the Revolutionary Bible and was sold in 120 000 specimens.,The Common Sense became the Revolutionary Bible and was average. in 120 000 specimens.,0.8327674,0.5488296
337,Teatrul Național cu două secții este continuatorul tradiției impus de Teatrul Secuiesc înființat în 1946 de regizorul Miklós Tompa.,The national theatre with two stations is the continuation of the tradition imposed by Székely theatre established in 1946 by regator Miklós Tompa.,The national theatre with two stations Centre the continuation of the tradition imposed by Székely theatre established in 1946 by regator Miklós Tompa.,0.67292404,0.61057544
338,El a restabilit și disciplina de fier față de combatanți și dezertori.,He also restored his iron discipline towards combatants and desertors.,He also present. his iron discipline towards combatants and desertors.,0.7899914,0.5886738
339,"Bărbații, femeile, și copiii sclavi erau ținuți de Jackson în trei secțiuni ale plantației Hermitage.","Men, women, and slave children were kept by Jackson in three sections of the Hermitage plant.","Men, women, and slave children were kept by Jackson in highest sections of the Hermitage plant.",0.86024153,0.77642334
340,"Varșovia și fortăreața de la Novogeorgievsk au fost abandonate, Polonia fiind cucerită de Puterile Centrale.","Warsaw and fortress in Novogeorgievsk were abandoned, with Poland being conquered by the Central Powers.",Warsaw and fortress in Novogeorgievsk were currently with Poland being conquered by the Central Powers.,0.8875126,0.626346
341,A avut multe de suferit și a trebuit să plătească cu tronul pentru grava înfrângere militară.,He has suffered much and had to pay with the section for severe military defeat.,He has suffered much and had to pay with the section for severe orphan defeat.,0.5593954,0.41812682
342,"Alte „rase” sau grupuri erau și ele considerate inferioare, dar nu în același grad ca evreii.","subsequently, two common criteria are met: (1), (2), (3) and (4).","subsequently, two common criteria 135427 met: (1), (2), (3) and (4).",0.116745144,0.10203259
343,"În WWE, meciul este cunoscut sub denumirea de Three Stages of Hell.",In WWE the match is known as Three Stages of Hell.,In collaborator. the match is known as Three Stages of Hell.,0.8681523,0.5009331
344,După această dată au trecut în patrimoniul Muzeului Militar.,"After that date, he went to the heritage of the Military Museum.","After that date, he went to the heritage of the newspaper Museum.",0.47599643,0.34427187
345,"stangaminiaturaSoldați din regimentul cu un drapel [[Imperiul Japonezjaponez , , 1945.","The United States of America (""United States of America"") is a United States of America (""United States of America"").","The United Apostoli. of America (""United States of America"") is a United States of America (""United States of America"").",0.10703902,0.10709593
346,"Lungimea totală a liniilor de cale ferată des utilizate depășește , a doua după Statele Unite ale Americii.","The total length of the commonly used railway lines exceeds, the second after the United States.","The total length of the hunts. used railway lines exceeds, the second after the United States.",0.86562514,0.6003925
347,10.000 de coreeni păzeau orașul împotriva 30.000 de japonezi.,10.000 Koreans took the city against 30.000 Japanese.,10.000 Koreans took the slash against 30.000 Japanese.,0.68547004,0.47788882
348,Franța pierduse poziția de putere hegemonică în Europa și a fost nevoită să plătească daunele de război.,France had lost its position of hegemonic power in Europe and had to pay for the war damage.,France had lost its position of hegemonic power in Europe and had to pay for limits war damage.,0.90573776,0.73778987
349,Ea rămâne singura echipă slovacă care a câștigat un meci în faza grupelor Ligii Campionilor.,It remains the only Slovak team that won a match at the stage of the Championship League.,It authority the only Slovak team that won a match at the stage of the Championship League.,0.8341587,0.7546354
350,Luptele aeriene care au avut loc în acestă zi au fost printre cele mai mari ale acelor vremuri.,The air struggles that have taken place in this day have been among the greatest of those times.,The states. struggles that have taken place in this day have been among the greatest of those times.,0.7975853,0.46131325
351,"Cea mai mare creștere a numărului evreilor a avut loc în secolul XIX, când ei au constituit 7% din întreaga populație poloneză.","The highest increase in Jews took place in the 19th century, when they made up 7% of the entire Polish population.","The Fett increase in Jews took place in the 19th century, when they made up 7% of the entire Polish population.",0.91008985,0.7966498
352,Combinația dintre imigranții evrei și termenii mandatului au condus la revolte ale arabilor în 1920 și 1921.,The combination of Jewish immigrants and the terms of the mandate led to riots of Arabs in 1920 and 1921.,The combination of Jewish paragraphs and the terms of the mandate led to riots of Arabs in 1920 and 1921.,0.8985949,0.6914736
353,În fiecare an în municipiu se organizează peste 350 manifestații culturale.,More than 350 cultural events are organised each year in the municipality.,More than 350 cultural events + organised each year in the municipality.,0.9064813,0.73911095
354,"Bateriile de artilerie din Hoekse Waard au încercat la rândul lor să distrugă podul, dar nu au reușit decât să îl avarieze în mod nesemnificativ.","Artillery batteries in Hoekse Waard also tried to destroy the bridge, but only managed to damage it insignificantly.","Artillery batteries in Hoekse Mehala also tried to destroy the bridge, but only managed to damage it insignificantly.",0.86840856,0.66667885
355,"Romanii au adoptat multe idei ale grecilor, dar au descoperit și tehnici noi.","The Roma have adopted many Greek ideas, but they have also found out new techniques.","The Roma have adopted many Neville ideas, but they have also found out new techniques.",0.7365301,0.5304122
356,"Până în 1833, în Oltenia au ființat tipografii locale aflate în prejma bisericilor mânăstirești din Bistrița și probabil la Râmnic și Govora.","Until 1833, in Oltenia they set up local printers on the pretext of proud churches in Bistrița and probably in Râmnic and Govora.","Until 1833, in Oltenia they set up local permanent on the pretext of proud churches in Bistrița and probably in Râmnic and Govora.",0.5487868,0.44120908
357,"În Europa, Germania și Italia au devenit mai agresive.","In Europe, Germany and Italy have become more aggressive.","In Europe, waves and Italy have become more aggressive.",0.92108935,0.52650225
358,Nu le este permis acest lucru sub nici o formă fetelor.,They are not allowed to do so in any way.,They are not allowed agreements do so in any way.,0.75614876,0.4210909
359,"În acel moment, colonelul Gubbins a preluat comanda brigăzii.",At that time Colonel Gubbins took command of the brigade.,At that 1987. Colonel Gubbins took command of the brigade.,0.87191975,0.6337831
360,Un țăran pe nume Zhu Yuanzhang a răsturnat dinastia Yuan în 1368 și a fondat dinastia Ming.,One shore named Zhu Yuanzhang overturned the Yuan dinastia in 1368 and founded the Ming dinastia.,One shore named Zhu Yuanzhang overturned the Yuan dinastia in 1368 and founded the Ming efforts.,0.46015126,0.43833154
361,"Construit în perioada comunistă, în fața cinematografului Țiglina, coloana reprezintă progresul patriei socialiste.","Founded in communist times, in the face of Tiger cinema, the column represents the progress of the socialist homeland.","Founded in communist times, in the face However, Tiger cinema, the column represents the progress of the socialist homeland.",0.54089934,0.47811365
362,"După sărbătorile Paștelor, până la Rusalii aveau loc Nedeile, în fiecare duminică în alt sat din această parte a Văii Streiului.","After the Pashta holidays, up to Rusal, Nedeile took place in each Sunday in another village in this part of the Streiu Valley.","After the Pashta holidays, up to intelligence Nedeile took place in each Sunday in another village in this part of the Streiu Valley.",0.6383415,0.52150184
363,"Romanii stânjeneau transhumanța samniților spre pășunile de pe litoral, samniții fiind săraci, dar numeroși și buni războinici.","The Romans stuck the transhumance of conditioners to pasture on the coastline, the conditioners being poor but numerous and good wars.","The typologies stuck the transhumance of conditioners to pasture on the coastline, the conditioners being poor but numerous and good wars.",0.38097116,0.33367014
364,Noul Stat Israel avea o armată organizată și eficientă.,The new State of Israel had an organised and effective army.,The new State of Israel had an organised and effective Chairman,0.89529234,0.56703395
365,Schmitt era perfect conștient de consecințele acestei decizii a președintelui.,I was fully aware of the consequences of this decision by the President.,I accordance fully aware of the consequences of this decision by the President.,0.7645979,0.6212331
366,"Localitatea este un nod de transporturi regional, datorită poziției sale în centrul Banatului.",The city is a regional transport hub due to its position in the centre of the Bank.,The city is David regional transport hub due to its position in the centre of the Bank.,0.64306134,0.5727637
367,"Astfel, pe 2 decembrie 1804, Napoleon a fost încoronat ca împărat.","Thus, on 2 December 1804 Napoleon was stranded as a division.","Thus, Teleki 2 December 1804 Napoleon was stranded as a division.",0.37127343,0.29946792
